,tweet_id,retweets,favorites
504,809920764300447744,3954,15643
505,809808892968534016,4905,0
506,809448704142938112,1473,6977
507,809220051211603969,5622,20022
508,809084759137812480,3550,13320
509,808838249661788160,3051,10179
510,808733504066486276,2176,7951
511,808501579447930884,2609,11386
512,808344865868283904,20936,42789
513,808134635716833280,5939,0
514,808106460588765185,2220,8855
515,808001312164028416,3558,12604
516,807621403335917568,3628,14669
517,807106840509214720,55583,118809
518,807059379405148160,7369,0
519,807010152071229440,3879,13161
520,806629075125202948,34757,75053
521,806620845233815552,5556,0
522,806576416489959424,1964,4931
523,806542213899489280,2368,10283
524,806242860592926720,11655,0
525,806219024703037440,1198,6486
526,805958939288408065,5395,0
527,805932879469572096,1928,8333
528,805826884734976000,1832,6601
529,805823200554876929,8037,0
530,805520635690676224,1664,5797
531,805487436403003392,2539,8855
532,805207613751304193,1727,7890
533,804738756058218496,3830,13794
534,804475857670639616,2017,6171
535,804413760345620481,3250,0
536,804026241225523202,16196,44706
537,803773340896923648,2757,10132
538,803692223237865472,7460,0
539,803638050916102144,4167,11027
540,803380650405482500,1882,7819
541,803321560782307329,5351,0
542,803276597545603072,2465,10099
543,802952499103731712,2009,9079
544,802624713319034886,2930,0
545,802600418706604034,1475,7156
546,802572683846291456,2519,9001
547,802323869084381190,5851,16288
548,802265048156610565,1381,6799
549,802239329049477120,2636,9143
550,802185808107208704,274,0
551,801958328846974976,1727,7808
552,801854953262350336,237,1801
553,801538201127157760,2079,8288
554,801285448605831168,821,6094
555,801167903437357056,5939,24610
556,801127390143516673,3975,0
557,801115127852503040,2111,8133
558,800859414831898624,98,693
559,800855607700029440,1619,0
560,800751577355128832,2811,10645
561,800513324630806528,3004,13210
562,800459316964663297,2183,9574
563,800443802682937345,4341,0
564,800388270626521089,2823,11220
565,800188575492947969,3970,0
566,800141422401830912,2559,15385
567,800018252395122689,13224,28538
568,799774291445383169,4710,0
569,799757965289017345,2177,8447
570,799422933579902976,1939,8136
571,799308762079035393,5496,0
572,799297110730567681,2775,9942
573,799063482566066176,2487,8133
574,798933969379225600,4481,13174
575,798925684722855936,1448,7558
576,798705661114773508,6676,0
577,798701998996647937,7818,0
578,798697898615730177,6566,0
579,798694562394996736,4976,0
580,798686750113755136,2350,0
581,798682547630837760,4753,0
582,798673117451325440,5584,0
583,798665375516884993,3927,0
584,798644042770751489,1868,0
585,798628517273620480,1989,0
586,798585098161549313,5713,0
587,798576900688019456,5881,0
588,798340744599797760,3351,0
589,798209839306514432,2575,10491
590,797971864723324932,3118,11657
591,797545162159308800,4891,14650
592,797236660651966464,6615,20090
593,797165961484890113,26,226
594,796904159865868288,8967,0
595,796865951799083009,1934,7739
596,796759840936919040,3043,11905
597,796563435802726400,7294,0
598,796484825502875648,1766,7623
599,796387464403357696,4162,11080
600,796177847564038144,14349,0
601,796149749086875649,14349,32431
602,796125600683540480,1817,5013
603,796116448414461957,2426,9159
604,796080075804475393,2320,8521
605,796031486298386433,3732,10873
606,795464331001561088,23676,49857
607,795400264262053889,2883,10119
608,795076730285391872,5467,16302
609,794983741416415232,3386,0
610,794926597468000259,2316,10310
611,794355576146903043,10323,0
612,794332329137291264,2697,9651
613,794205286408003585,3333,9291
614,793962221541933056,4905,16939
615,793845145112371200,1874,9281
616,793614319594401792,3150,0
617,793601777308463104,1629,8033
618,793500921481273345,2379,10734
619,793286476301799424,9200,24744
620,793271401113350145,2402,8759
621,793256262322548741,8373,20091
622,793241302385262592,3305,10578
623,793226087023144960,2899,9895
624,793210959003287553,2806,8993
625,793195938047070209,5647,15359
626,793180763617361921,2011,6984
627,793165685325201412,2800,9454
628,793150605191548928,1711,6216
629,793135492858580992,2506,6452
630,793120401413079041,3939,12733
631,792913359805018113,4003,14417
632,792883833364439040,4290,11365
633,792773781206999040,1686,7402
634,792394556390137856,4311,13520
635,792050063153438720,1804,7202
636,791821351946420224,21186,0
637,791784077045166082,9605,0
638,791780927877898241,3837,0
639,791774931465953280,22277,45371
640,791672322847637504,3150,11821
641,791406955684368384,4128,13220
642,791312159183634433,2543,8841
643,791026214425268224,4112,0
644,790987426131050500,2143,9885
645,790946055508652032,4715,16743
646,790723298204217344,2321,0
647,790698755171364864,1930,8274
648,790581949425475584,7165,20774
649,790337589677002753,1889,7863
650,790277117346975746,3189,12635
651,790227638568808452,3580,0
652,789986466051088384,2321,9307
653,789960241177853952,4137,0
654,789903600034189313,4155,10412
655,789628658055020548,1775,7534
656,789599242079838210,1935,6799
657,789530877013393408,3386,11789
658,789314372632018944,2306,8707
659,789280767834746880,4945,0
660,789268448748703744,2619,9173
661,789137962068021249,2800,9783
662,788908386943430656,12519,27576
663,788765914992902144,10323,27476
664,788552643979468800,7201,0
665,788412144018661376,5275,15624
666,788178268662984705,2101,7268
667,788150585577050112,1290,6154
668,788070120937619456,3437,0
669,788039637453406209,1319,6166
670,787810552592695296,3060,8651
671,787717603741622272,2782,10314
672,787397959788929025,2855,10945
673,787322443945877504,1748,7817
674,787111942498508800,6776,0
675,786963064373534720,7998,26752
676,786729988674449408,2431,0
677,786709082849828864,6132,18303
678,786664955043049472,2556,10636
679,786595970293370880,3133,9496
680,786363235746385920,3507,10942
681,786286427768250368,2843,8007
682,786233965241827333,4740,15309
683,786051337297522688,155,1427
684,786036967502913536,7017,0
685,785927819176054784,3195,11432
686,785872687017132033,1813,6728
687,785639753186217984,2246,7883
688,785533386513321988,2002,9149
689,785515384317313025,1263,6152
690,785264754247995392,1628,7291
691,785170936622350336,4836,12079
692,784826020293709826,3250,10140
693,784517518371221505,2537,8995
694,784431430411685888,1272,5733
695,784183165795655680,8037,20131
696,784057939640352768,11113,29856
697,783839966405230592,10786,30116
698,783821107061198850,1973,7383
699,783695101801398276,3208,10504
700,783466772167098368,2244,8484
701,783391753726550016,5472,16939
702,783347506784731136,5541,0
703,783334639985389568,11655,29219
704,783085703974514689,2203,8181
705,782969140009107456,7369,24182
706,782747134529531904,1408,7483
707,782722598790725632,5395,17305
708,782598640137187329,1874,7810
709,782305867769217024,5553,16668
710,782021823840026624,6193,0
711,781955203444699136,3368,11145
712,781661882474196992,2715,10448
713,781655249211752448,1130,3998
714,781524693396357120,5556,20792
715,781308096455073793,2554,7154
716,781251288990355457,2079,8451
717,781163403222056960,2747,9821
718,780931614150983680,7294,21656
719,780858289093574656,2009,7195
720,780800785462489090,1301,5493
721,780601303617732608,3354,12132
722,780543529827336192,1744,6308
723,780496263422808064,3677,0
724,780476555013349377,112,0
725,780459368902959104,1079,5302
726,780192070812196864,2235,8711
727,780092040432480260,2292,0
728,780074436359819264,4948,12168
729,779834332596887552,7017,18900
730,779377524342161408,3105,8808
731,779124354206535695,18227,0
732,779056095788752897,4530,14752
733,778990705243029504,7173,19956
734,778774459159379968,9850,0
735,778764940568104960,361,869
736,778748913645780993,1304,6892
737,778650543019483137,1494,5775
738,778624900596654080,1009,4642
739,778408200802557953,4313,13621
740,778396591732486144,12181,0
741,778383385161035776,1101,5825
742,778286810187399168,3278,10371
743,778039087836069888,2636,8500
744,778027034220126208,1607,6542
745,777953400541634568,3513,0
746,777885040357281792,1628,6341
747,777684233540206592,2930,11223
748,777641927919427584,4214,0
749,777621514455814149,2497,8735
750,777189768882946048,4290,14269
751,776819012571455488,13610,0
752,776813020089548800,1205,4873
753,776477788987613185,2764,8812
754,776249906839351296,9080,0
755,776218204058357768,15782,29848
756,776201521193218049,2509,9604
757,776113305656188928,4341,11745
758,776088319444877312,151,1840
759,775898661951791106,16447,0
760,775842724423557120,2642,11697
761,775733305207554048,3975,13870
762,775729183532220416,4583,12979
763,775364825476165632,2949,7387
764,775350846108426240,3890,10148
765,775085132600442880,4710,15530
766,774757898236878852,1782,8592
767,774639387460112384,1722,6719
768,774314403806253056,5496,21732
769,773985732834758656,3835,10700
770,773922284943896577,1743,6391
771,773704687002451968,1617,6584
772,773670353721753600,1307,5349
773,773547596996571136,6115,22055
774,773336787167145985,5043,0
775,773308824254029826,7438,23260
776,773247561583001600,3240,9436
777,773191612633579521,4101,9951
778,772877495989305348,3852,8531
779,772826264096874500,2335,8019
780,772615324260794368,3360,0
781,772581559778025472,1693,6465
782,772193107915964416,1382,6020
783,772152991789019136,1125,3794
784,772117678702071809,737,3767
785,772114945936949249,466,2729
786,772102971039580160,938,3979
787,771908950375665664,1890,6564
788,771770456517009408,3351,11970
789,771500966810099713,2597,8225
790,771380798096281600,5043,10434
791,771171053431250945,7403,0
792,771136648247640064,2906,9117
793,771102124360998913,1430,6217
794,771014301343748096,1641,6842
795,770787852854652928,1195,4910
796,770772759874076672,1408,5148
797,770655142660169732,1758,7302
798,770414278348247044,2088,6307
799,770293558247038976,1461,6217
800,770093767776997377,3033,0
801,770069151037685760,2282,7565
802,769940425801170949,9485,31197
803,769695466921623552,1675,6390
804,769335591808995329,7676,0
805,769212283578875904,1706,5367
806,768970937022709760,6458,14287
807,768909767477751808,2649,0
808,768855141948723200,879,4174
809,768609597686943744,1193,4096
810,768596291618299904,1274,5016
811,768554158521745409,5799,0
812,768473857036525572,3396,13563
813,768193404517830656,3513,10815
814,767884188863397888,1372,4720
815,767754930266464257,5351,15930
816,767500508068192258,2327,7472
817,767191397493538821,3731,12256
818,767122157629476866,2836,10140
819,766864461642756096,5583,0
820,766793450729734144,1347,5037
821,766714921925144576,375,2604
822,766693177336135680,787,3988
823,766423258543644672,1569,5973
824,766313316352462849,1875,6761
825,766078092750233600,2597,0
826,766069199026450432,846,4204
827,766008592277377025,494,3724
828,765719909049503744,2137,7195
829,765669560888528897,1217,5159
830,765395769549590528,3358,26507
831,765371061932261376,2148,7034
832,765222098633691136,3360,11577
833,764857477905154048,1763,6424
834,764259802650378240,1489,5982
835,763956972077010945,54,760
836,763837565564780549,4112,12487
837,763183847194451968,1452,5348
838,763167063695355904,2975,0
839,763103485927849985,2275,7325
840,762699858130116608,3580,12057
841,762471784394268675,6352,11142
842,762464539388485633,4137,10223
843,762316489655476224,1109,4771
844,762035686371364864,15411,31641
845,761976711479193600,1989,5371
846,761750502866649088,3870,0
847,761745352076779520,857,4249
848,761672994376806400,28792,49135
849,761599872357261312,1182,4103
850,761371037149827077,17899,0
851,761334018830917632,1438,5157
852,761292947749015552,1073,4455
853,761227390836215808,1547,5291
854,761004547850530816,3437,11253
855,760893934457552897,964,3788
856,760656994973933572,1887,6538
857,760641137271070720,1281,4947
858,760539183865880579,3583,7514
859,760521673607086080,1374,4183
860,760290219849637889,11355,26599
861,760252756032651264,862,3924
862,760190180481531904,1779,5657
863,760153949710192640,30,0
864,759943073749200896,2056,5902
865,759923798737051648,5583,14574
866,759846353224826880,1945,6686
867,759793422261743616,1883,5910
868,759557299618865152,1173,4653
869,759447681597108224,2431,8407
870,759446261539934208,480,1659
871,759197388317847553,1923,6029
872,759159934323924993,1142,0
873,759099523532779520,4112,14394
874,759047813560868866,1983,6433
875,758854675097526272,886,3523
876,758828659922702336,3798,11127
877,758740312047005698,1598,5691
878,758474966123810816,988,3770
879,758467244762497024,2187,4754
880,758405701903519748,1882,5167
881,758355060040593408,1053,3369
882,758099635764359168,9850,18903
883,758041019896193024,369,2680
884,757741869644341248,3210,6829
885,757729163776290825,7812,0
886,757725642876129280,1194,4507
887,757611664640446465,1091,4531
888,757597904299253760,297,0
889,757596066325864448,1039,4295
890,757400162377592832,6758,14998
891,757393109802180609,1714,5762
892,757354760399941633,1403,4482
893,756998049151549440,1962,6220
894,756939218950160384,1983,6584
895,756651752796094464,1282,5000
896,756526248105566208,3530,10336
897,756303284449767430,1089,3891
898,756288534030475264,17465,43625
899,756275833623502848,1510,6346
900,755955933503782912,2837,7253
901,755206590534418437,5291,16291
902,755110668769038337,10953,20987
903,754874841593970688,7790,0
904,754856583969079297,2480,6849
905,754747087846248448,513,2566
906,754482103782404096,1927,5238
907,754449512966619136,724,3712
908,754120377874386944,2327,7819
909,753655901052166144,2145,5786
910,753420520834629632,3506,7823
911,753398408988139520,1873,5693
912,753375668877008896,2292,7572
913,753298634498793472,5615,0
914,753294487569522689,1025,3338
915,753039830821511168,20578,36752
916,753026973505581056,950,3888
917,752932432744185856,6776,12503
918,752917284578922496,1552,6881
919,752701944171524096,2819,0
920,752682090207055872,1572,5954
921,752660715232722944,1535,4335
922,752568224206688256,2246,5441
923,752519690950500352,3394,7301
924,752334515931054080,1077,3783
925,752309394570878976,16022,0
926,752173152931807232,1807,5900
927,751950017322246144,898,3035
928,751937170840121344,1306,5138
929,751830394383790080,1917,5753
930,751793661361422336,2857,5758
931,751598357617971201,3003,7837
932,751583847268179968,1086,4338
933,751538714308972544,1241,4987
934,751456908746354688,988,3179
935,751251247299190784,5788,12377
936,751205363882532864,1788,6262
937,751132876104687617,1283,5012
938,750868782890057730,1343,4727
939,750719632563142656,4944,13030
940,750506206503038976,1129,4394
941,750429297815552001,4214,13032
942,750383411068534784,1131,4517
943,750381685133418496,27,688
944,750147208377409536,944,3072
